"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"874","Endothelial cells","Macrophage cells","MSTN","ACVR1B_ACVR2A",2.25343557768809e-09,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"875","NK/T cells","Fibroblast cells","MSTN","ACVR1B_ACVR2A",3.76260166948651e-09,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"876","Neutrophil cells","Fibroblast cells","MSTN","ACVR1B_ACVR2A",1.91998518310659e-10,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"877","Epithelial cells","Fibroblast cells","MSTN","ACVR1B_ACVR2A",1.23223167895107e-09,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"878","Macrophage cells","Fibroblast cells","MSTN","ACVR1B_ACVR2A",3.03922485685021e-09,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"879","Fibroblast cells","Fibroblast cells","MSTN","ACVR1B_ACVR2A",2.39067590325053e-09,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"880","Mast cells","Fibroblast cells","MSTN","ACVR1B_ACVR2A",1.96296681114282e-10,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"881","B cells","Fibroblast cells","MSTN","ACVR1B_ACVR2A",1.72238264688292e-10,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"882","Endothelial cells","Fibroblast cells","MSTN","ACVR1B_ACVR2A",1.25977918592892e-09,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"883","NK/T cells","Mast cells","MSTN","ACVR1B_ACVR2A",3.09466520604805e-10,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"884","Macrophage cells","Mast cells","MSTN","ACVR1B_ACVR2A",2.49970347586477e-10,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"885","Fibroblast cells","Mast cells","MSTN","ACVR1B_ACVR2A",1.96629013175642e-10,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"886","Mast cells","Mast cells","MSTN","ACVR1B_ACVR2A",1.61450188686207e-11,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"887","Endothelial cells","Mast cells","MSTN","ACVR1B_ACVR2A",1.03614967817393e-10,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"888","Macrophage cells","B cells","MSTN","ACVR1B_ACVR2A",1.56156202572094e-10,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"889","Fibroblast cells","B cells","MSTN","ACVR1B_ACVR2A",1.2283398951225e-10,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"890","Endothelial cells","B cells","MSTN","ACVR1B_ACVR2A",6.47282188301834e-11,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"891","NK/T cells","Endothelial cells","MSTN","ACVR1B_ACVR2A",8.12170807787317e-10,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"892","Epithelial cells","Endothelial cells","MSTN","ACVR1B_ACVR2A",2.65981536338655e-10,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"893","Macrophage cells","Endothelial cells","MSTN","ACVR1B_ACVR2A",6.56027504093517e-10,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"894","Fibroblast cells","Endothelial cells","MSTN","ACVR1B_ACVR2A",5.1603642902117e-10,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"895","Mast cells","Endothelial cells","MSTN","ACVR1B_ACVR2A",4.23713352274015e-11,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"896","B cells","Endothelial cells","MSTN","ACVR1B_ACVR2A",3.7178234831657e-11,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"897","Endothelial cells","Endothelial cells","MSTN","ACVR1B_ACVR2A",2.71928361412048e-10,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"898","NK/T cells","NK/T cells","MSTN","TGFBR1_ACVR2A",3.3780023012188e-08,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"899","Macrophage cells","NK/T cells","MSTN","TGFBR1_ACVR2A",2.72856737759976e-08,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"900","Fibroblast cells","NK/T cells","MSTN","TGFBR1_ACVR2A",2.1463145096976e-08,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"901","Mast cells","NK/T cells","MSTN","TGFBR1_ACVR2A",1.76231998622616e-09,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"902","Endothelial cells","NK/T cells","MSTN","TGFBR1_ACVR2A",1.13101366780609e-08,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"903","Fibroblast cells","Neutrophil cells","MSTN","TGFBR1_ACVR2A",2.76121733267807e-09,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"904","Endothelial cells","Neutrophil cells","MSTN","TGFBR1_ACVR2A",1.4550420032847e-09,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"905","Macrophage cells","Epithelial cells","MSTN","TGFBR1_ACVR2A",5.1573477534811e-09,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"906","Fibroblast cells","Epithelial cells","MSTN","TGFBR1_ACVR2A",4.05681772246185e-09,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"907","Endothelial cells","Epithelial cells","MSTN","TGFBR1_ACVR2A",2.13776698606424e-09,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"908","NK/T cells","Macrophage cells","MSTN","TGFBR1_ACVR2A",3.99165211901084e-08,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"909","Epithelial cells","Macrophage cells","MSTN","TGFBR1_ACVR2A",1.30724456480743e-08,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"910","Macrophage cells","Macrophage cells","MSTN","TGFBR1_ACVR2A",3.22423740731328e-08,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"911","Fibroblast cells","Macrophage cells","MSTN","TGFBR1_ACVR2A",2.53620003512705e-08,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"912","Mast cells","Macrophage cells","MSTN","TGFBR1_ACVR2A",2.08246257582253e-09,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"913","B cells","Macrophage cells","MSTN","TGFBR1_ACVR2A",1.82723372574789e-09,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"914","Endothelial cells","Macrophage cells","MSTN","TGFBR1_ACVR2A",1.33645985574151e-08,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"915","NK/T cells","Fibroblast cells","MSTN","TGFBR1_ACVR2A",9.60759914692855e-09,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"916","Epithelial cells","Fibroblast cells","MSTN","TGFBR1_ACVR2A",3.14643714008848e-09,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"917","Macrophage cells","Fibroblast cells","MSTN","TGFBR1_ACVR2A",7.76048771830989e-09,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"918","Fibroblast cells","Fibroblast cells","MSTN","TGFBR1_ACVR2A",6.10442160121199e-09,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"919","Mast cells","Fibroblast cells","MSTN","TGFBR1_ACVR2A",5.0123254069505e-10,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"920","B cells","Fibroblast cells","MSTN","TGFBR1_ACVR2A",4.39801096262153e-10,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"921","Endothelial cells","Fibroblast cells","MSTN","TGFBR1_ACVR2A",3.21674027238747e-09,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"922","NK/T cells","Mast cells","MSTN","TGFBR1_ACVR2A",8.52512288253754e-10,0.01,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"923","Macrophage cells","Mast cells","MSTN","TGFBR1_ACVR2A",6.88613247752601e-10,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"924","Fibroblast cells","Mast cells","MSTN","TGFBR1_ACVR2A",5.41668986409478e-10,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"925","Mast cells","Mast cells","MSTN","TGFBR1_ACVR2A",4.44759733878306e-11,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"926","Endothelial cells","Mast cells","MSTN","TGFBR1_ACVR2A",2.85435761741039e-10,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"927","Macrophage cells","B cells","MSTN","TGFBR1_ACVR2A",9.33170631288096e-10,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"928","Fibroblast cells","B cells","MSTN","TGFBR1_ACVR2A",7.34040457088733e-10,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"929","Mast cells","B cells","MSTN","TGFBR1_ACVR2A",6.0271379747752e-11,0.02,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"930","Endothelial cells","B cells","MSTN","TGFBR1_ACVR2A",3.86807362229045e-10,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"931","NK/T cells","Endothelial cells","MSTN","TGFBR1_ACVR2A",3.69206896206318e-09,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"932","Epithelial cells","Endothelial cells","MSTN","TGFBR1_ACVR2A",1.20913283464825e-09,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"933","Macrophage cells","Endothelial cells","MSTN","TGFBR1_ACVR2A",2.98224796721017e-09,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"934","Fibroblast cells","Endothelial cells","MSTN","TGFBR1_ACVR2A",2.34583914510948e-09,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"935","Mast cells","Endothelial cells","MSTN","TGFBR1_ACVR2A",1.92616747293e-10,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"936","B cells","Endothelial cells","MSTN","TGFBR1_ACVR2A",1.69009552673259e-10,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"937","Endothelial cells","Endothelial cells","MSTN","TGFBR1_ACVR2A",1.2361430446081e-09,0,"MSTN_TGFBR1_ACVR2A","MSTN - (TGFBR1+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"938","NK/T cells","NK/T cells","INHBA","ACVR1B_ACVR2A",3.02336822944301e-09,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"939","Macrophage cells","NK/T cells","INHBA","ACVR1B_ACVR2A",2.37976997564239e-09,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"940","Fibroblast cells","NK/T cells","INHBA","ACVR1B_ACVR2A",2.73472859186008e-09,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"941","Mast cells","NK/T cells","INHBA","ACVR1B_ACVR2A",8.2772480791507e-11,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"942","Endothelial cells","NK/T cells","INHBA","ACVR1B_ACVR2A",4.73801249141261e-10,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"943","Macrophage cells","Neutrophil cells","INHBA","ACVR1B_ACVR2A",3.1604836623613e-10,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"944","Fibroblast cells","Neutrophil cells","INHBA","ACVR1B_ACVR2A",3.63189149049236e-10,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"945","Endothelial cells","Neutrophil cells","INHBA","ACVR1B_ACVR2A",6.29237796822034e-11,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"946","NK/T cells","Epithelial cells","INHBA","ACVR1B_ACVR2A",2.10844774164257e-09,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"947","Epithelial cells","Epithelial cells","INHBA","ACVR1B_ACVR2A",7.36049157883635e-10,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"948","Macrophage cells","Epithelial cells","INHBA","ACVR1B_ACVR2A",1.659612777842e-09,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"949","Fibroblast cells","Epithelial cells","INHBA","ACVR1B_ACVR2A",1.9071548513314e-09,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"950","Mast cells","Epithelial cells","INHBA","ACVR1B_ACVR2A",5.77241793214165e-11,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"951","Endothelial cells","Epithelial cells","INHBA","ACVR1B_ACVR2A",3.30421242057626e-10,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"952","NK/T cells","Macrophage cells","INHBA","ACVR1B_ACVR2A",3.28416087341895e-09,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"953","Neutrophil cells","Macrophage cells","INHBA","ACVR1B_ACVR2A",3.58033687881569e-10,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"954","Epithelial cells","Macrophage cells","INHBA","ACVR1B_ACVR2A",1.14648507150355e-09,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"955","Macrophage cells","Macrophage cells","INHBA","ACVR1B_ACVR2A",2.58504630502334e-09,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"956","Fibroblast cells","Macrophage cells","INHBA","ACVR1B_ACVR2A",2.97062139368887e-09,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"957","Mast cells","Macrophage cells","INHBA","ACVR1B_ACVR2A",8.99123493191524e-11,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"958","B cells","Macrophage cells","INHBA","ACVR1B_ACVR2A",7.71548080467609e-11,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"959","Endothelial cells","Macrophage cells","INHBA","ACVR1B_ACVR2A",5.14670663241021e-10,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"960","NK/T cells","Fibroblast cells","INHBA","ACVR1B_ACVR2A",1.83296139818128e-09,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"961","Neutrophil cells","Fibroblast cells","INHBA","ACVR1B_ACVR2A",1.99826382538728e-10,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"962","Epithelial cells","Fibroblast cells","INHBA","ACVR1B_ACVR2A",6.39878193661592e-10,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"963","Macrophage cells","Fibroblast cells","INHBA","ACVR1B_ACVR2A",1.44277009314927e-09,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"964","Fibroblast cells","Fibroblast cells","INHBA","ACVR1B_ACVR2A",1.65796485920591e-09,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"965","Mast cells","Fibroblast cells","INHBA","ACVR1B_ACVR2A",5.01820305380233e-11,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"966","B cells","Fibroblast cells","INHBA","ACVR1B_ACVR2A",4.30617744032982e-11,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"967","Endothelial cells","Fibroblast cells","INHBA","ACVR1B_ACVR2A",2.87248541717924e-10,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"968","NK/T cells","Mast cells","INHBA","ACVR1B_ACVR2A",1.51033453682667e-10,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"969","Epithelial cells","Mast cells","INHBA","ACVR1B_ACVR2A",5.27250661156359e-11,0.02,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"970","Macrophage cells","Mast cells","INHBA","ACVR1B_ACVR2A",1.18882266230204e-10,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"971","Fibroblast cells","Mast cells","INHBA","ACVR1B_ACVR2A",1.36614313787727e-10,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"972","Mast cells","Mast cells","INHBA","ACVR1B_ACVR2A",4.13492920654913e-12,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"973","Endothelial cells","Mast cells","INHBA","ACVR1B_ACVR2A",2.36689088246165e-11,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"974","Macrophage cells","B cells","INHBA","ACVR1B_ACVR2A",7.42719368795982e-11,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"975","Fibroblast cells","B cells","INHBA","ACVR1B_ACVR2A",8.53501013819079e-11,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"976","Endothelial cells","B cells","INHBA","ACVR1B_ACVR2A",1.47872014815572e-11,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"977","NK/T cells","Endothelial cells","INHBA","ACVR1B_ACVR2A",3.9599601155342e-10,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"978","Neutrophil cells","Endothelial cells","INHBA","ACVR1B_ACVR2A",4.31708205008836e-11,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"979","Epithelial cells","Endothelial cells","INHBA","ACVR1B_ACVR2A",1.38240341756345e-10,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"980","Macrophage cells","Endothelial cells","INHBA","ACVR1B_ACVR2A",3.11698464896913e-10,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"981","Fibroblast cells","Endothelial cells","INHBA","ACVR1B_ACVR2A",3.58189779807131e-10,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"982","Mast cells","Endothelial cells","INHBA","ACVR1B_ACVR2A",1.08414089816614e-11,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"983","B cells","Endothelial cells","INHBA","ACVR1B_ACVR2A",9.30313667594189e-12,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"984","Endothelial cells","Endothelial cells","INHBA","ACVR1B_ACVR2A",6.20576791144935e-11,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"985","NK/T cells","NK/T cells","INHBA","ACVR1B_ACVR2B",8.65442257289797e-09,0,"INHBA_ACVR1B_ACVR2B","INHBA - (ACVR1B+ACVR2B)","ACTIVIN","Secreted Signaling","KEGG: hsa04351"
"986","Macrophage cells","NK/T cells","INHBA","ACVR1B_ACVR2B",6.81211562864273e-09,0,"INHBA_ACVR1B_ACVR2B","INHBA - (ACVR1B+ACVR2B)","ACTIVIN","Secreted Signaling","KEGG: hsa04351"
"987","Fibroblast cells","NK/T cells","INHBA","ACVR1B_ACVR2B",7.82818490040028e-09,0,"INHBA_ACVR1B_ACVR2B","INHBA - (ACVR1B+ACVR2B)","ACTIVIN","Secreted Signaling","KEGG: hsa04351"
"988","Mast cells","NK/T cells","INHBA","ACVR1B_ACVR2B",2.36937073956066e-10,0.01,"INHBA_ACVR1B_ACVR2B","INHBA - (ACVR1B+ACVR2B)","ACTIVIN","Secreted Signaling","KEGG: hsa04351"
"989","Endothelial cells","NK/T cells","INHBA","ACVR1B_ACVR2B",1.35626058368198e-09,0,"INHBA_ACVR1B_ACVR2B","INHBA - (ACVR1B+ACVR2B)","ACTIVIN","Secreted Signaling","KEGG: hsa04351"
"990","Fibroblast cells","Neutrophil cells","INHBA","ACVR1B_ACVR2B",7.11298702430319e-10,0,"INHBA_ACVR1B_ACVR2B","INHBA - (ACVR1B+ACVR2B)","ACTIVIN","Secreted Signaling","KEGG: hsa04351"
