"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"756","Fibroblast cells","Plasma cells","BMP7","BMPR1B_ACVR2B",1.77270201577448e-11,0,"BMP7_BMPR1B_ACVR2B","BMP7 - (BMPR1B+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"757","Fibroblast cells","Fibroblast cells","BMP7","BMPR1B_ACVR2B",2.91299006118231e-08,0,"BMP7_BMPR1B_ACVR2B","BMP7 - (BMPR1B+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"758","Fibroblast cells","Mast cells","BMP7","BMPR1B_ACVR2B",3.44079703373894e-09,0,"BMP7_BMPR1B_ACVR2B","BMP7 - (BMPR1B+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"759","Fibroblast cells","B cells","BMP7","BMPR1B_ACVR2B",2.38485717089827e-09,0,"BMP7_BMPR1B_ACVR2B","BMP7 - (BMPR1B+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"760","Fibroblast cells","Endothelial cells","BMP7","BMPR1B_ACVR2B",2.22898685692082e-08,0,"BMP7_BMPR1B_ACVR2B","BMP7 - (BMPR1B+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"761","Fibroblast cells","NK/T cells","BMP7","BMPR1B_BMPR2",1.73980998993789e-08,0,"BMP7_BMPR1B_BMPR2","BMP7 - (BMPR1B+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"762","Fibroblast cells","Neutrophil cells","BMP7","BMPR1B_BMPR2",1.86708424947713e-09,0,"BMP7_BMPR1B_BMPR2","BMP7 - (BMPR1B+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"763","Fibroblast cells","Epithelial cells","BMP7","BMPR1B_BMPR2",1.21958393030575e-07,0,"BMP7_BMPR1B_BMPR2","BMP7 - (BMPR1B+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"764","Fibroblast cells","Macrophage cells","BMP7","BMPR1B_BMPR2",2.16758215351995e-08,0,"BMP7_BMPR1B_BMPR2","BMP7 - (BMPR1B+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"765","Fibroblast cells","Plasma cells","BMP7","BMPR1B_BMPR2",1.63417520600488e-11,0,"BMP7_BMPR1B_BMPR2","BMP7 - (BMPR1B+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"766","Fibroblast cells","Fibroblast cells","BMP7","BMPR1B_BMPR2",4.88395845431088e-08,0,"BMP7_BMPR1B_BMPR2","BMP7 - (BMPR1B+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"767","Fibroblast cells","Mast cells","BMP7","BMPR1B_BMPR2",8.21769913979674e-10,0,"BMP7_BMPR1B_BMPR2","BMP7 - (BMPR1B+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"768","Fibroblast cells","B cells","BMP7","BMPR1B_BMPR2",5.88948920393367e-10,0,"BMP7_BMPR1B_BMPR2","BMP7 - (BMPR1B+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"769","Fibroblast cells","Endothelial cells","BMP7","BMPR1B_BMPR2",6.48132670016333e-08,0,"BMP7_BMPR1B_BMPR2","BMP7 - (BMPR1B+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"770","Macrophage cells","NK/T cells","MSTN","TGFBR1_ACVR2B",7.81054524025408e-08,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"771","Fibroblast cells","NK/T cells","MSTN","TGFBR1_ACVR2B",6.1438230263656e-08,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"772","Mast cells","NK/T cells","MSTN","TGFBR1_ACVR2B",5.04465537502491e-09,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"773","Endothelial cells","NK/T cells","MSTN","TGFBR1_ACVR2B",3.23751598658489e-08,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"774","Fibroblast cells","Neutrophil cells","MSTN","TGFBR1_ACVR2B",5.40778576984341e-09,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"775","Endothelial cells","Neutrophil cells","MSTN","TGFBR1_ACVR2B",2.84966753904554e-09,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"776","Macrophage cells","Epithelial cells","MSTN","TGFBR1_ACVR2B",1.42990694305262e-08,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"777","Fibroblast cells","Epithelial cells","MSTN","TGFBR1_ACVR2B",1.12477664933577e-08,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"778","Endothelial cells","Epithelial cells","MSTN","TGFBR1_ACVR2B",5.92707781747512e-09,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"779","NK/T cells","Macrophage cells","MSTN","TGFBR1_ACVR2B",1.15737388250607e-07,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"780","Epithelial cells","Macrophage cells","MSTN","TGFBR1_ACVR2B",3.79033831420124e-08,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"781","Macrophage cells","Macrophage cells","MSTN","TGFBR1_ACVR2B",9.34860827891587e-08,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"782","Fibroblast cells","Macrophage cells","MSTN","TGFBR1_ACVR2B",7.35356506614135e-08,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"783","Mast cells","Macrophage cells","MSTN","TGFBR1_ACVR2B",6.03806008644015e-09,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"784","B cells","Macrophage cells","MSTN","TGFBR1_ACVR2B",5.29803932758812e-09,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"785","Endothelial cells","Macrophage cells","MSTN","TGFBR1_ACVR2B",3.87494117673573e-08,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"786","NK/T cells","Fibroblast cells","MSTN","TGFBR1_ACVR2B",2.22336258245646e-08,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"787","Epithelial cells","Fibroblast cells","MSTN","TGFBR1_ACVR2B",7.28139522871154e-09,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"788","Macrophage cells","Fibroblast cells","MSTN","TGFBR1_ACVR2B",1.79590544248539e-08,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"789","Fibroblast cells","Fibroblast cells","MSTN","TGFBR1_ACVR2B",1.41264767175642e-08,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"790","Mast cells","Fibroblast cells","MSTN","TGFBR1_ACVR2B",1.15993582963475e-09,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"791","B cells","Fibroblast cells","MSTN","TGFBR1_ACVR2B",1.01777505226332e-09,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"792","Endothelial cells","Fibroblast cells","MSTN","TGFBR1_ACVR2B",7.44389907676883e-09,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"793","NK/T cells","Mast cells","MSTN","TGFBR1_ACVR2B",3.36866187757953e-09,0.01,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"794","Macrophage cells","Mast cells","MSTN","TGFBR1_ACVR2B",2.72101979978946e-09,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"795","Fibroblast cells","Mast cells","MSTN","TGFBR1_ACVR2B",2.14036550249824e-09,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"796","Mast cells","Mast cells","MSTN","TGFBR1_ACVR2B",1.75744566814509e-10,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"797","B cells","Mast cells","MSTN","TGFBR1_ACVR2B",1.54205137692661e-10,0.02,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"798","Endothelial cells","Mast cells","MSTN","TGFBR1_ACVR2B",1.12787278549354e-09,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"799","Macrophage cells","B cells","MSTN","TGFBR1_ACVR2B",3.72882988386198e-09,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"800","Fibroblast cells","B cells","MSTN","TGFBR1_ACVR2B",2.9331219864953e-09,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"801","Mast cells","B cells","MSTN","TGFBR1_ACVR2B",2.40836723744457e-10,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"802","Endothelial cells","B cells","MSTN","TGFBR1_ACVR2B",1.54562291913678e-09,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"803","NK/T cells","Endothelial cells","MSTN","TGFBR1_ACVR2B",1.54402465206173e-08,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"804","Neutrophil cells","Endothelial cells","MSTN","TGFBR1_ACVR2B",7.87890059360818e-10,0.03,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"805","Epithelial cells","Endothelial cells","MSTN","TGFBR1_ACVR2B",5.05660268135908e-09,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"806","Macrophage cells","Endothelial cells","MSTN","TGFBR1_ACVR2B",1.24716874272099e-08,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"807","Fibroblast cells","Endothelial cells","MSTN","TGFBR1_ACVR2B",9.80988799333335e-09,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"808","Mast cells","Endothelial cells","MSTN","TGFBR1_ACVR2B",8.05519931812007e-10,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"809","B cells","Endothelial cells","MSTN","TGFBR1_ACVR2B",7.06798974472605e-10,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"810","Endothelial cells","Endothelial cells","MSTN","TGFBR1_ACVR2B",5.16915654891707e-09,0,"MSTN_TGFBR1_ACVR2B","MSTN - (TGFBR1+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"811","Macrophage cells","NK/T cells","MSTN","ACVR1B_ACVR2B",1.43233083558524e-08,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"812","Fibroblast cells","NK/T cells","MSTN","ACVR1B_ACVR2B",1.12668460709317e-08,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"813","Mast cells","NK/T cells","MSTN","ACVR1B_ACVR2B",9.25110070798906e-10,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"814","Endothelial cells","NK/T cells","MSTN","ACVR1B_ACVR2B",5.93713844213331e-09,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"815","Fibroblast cells","Neutrophil cells","MSTN","ACVR1B_ACVR2B",1.02366817502664e-09,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"816","Endothelial cells","Neutrophil cells","MSTN","ACVR1B_ACVR2B",5.39428996183675e-10,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"817","NK/T cells","Epithelial cells","MSTN","ACVR1B_ACVR2B",1.19774940598008e-08,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"818","Epithelial cells","Epithelial cells","MSTN","ACVR1B_ACVR2B",3.92256425846142e-09,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"819","Macrophage cells","Epithelial cells","MSTN","ACVR1B_ACVR2B",9.67477176640368e-09,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"820","Fibroblast cells","Epithelial cells","MSTN","ACVR1B_ACVR2B",7.61026061354197e-09,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"821","Mast cells","Epithelial cells","MSTN","ACVR1B_ACVR2B",6.2487162852239e-10,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"822","Endothelial cells","Epithelial cells","MSTN","ACVR1B_ACVR2B",4.01027483362832e-09,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"823","NK/T cells","Macrophage cells","MSTN","ACVR1B_ACVR2B",1.95145361372664e-08,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"824","Epithelial cells","Macrophage cells","MSTN","ACVR1B_ACVR2B",6.39090491013076e-09,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"825","Macrophage cells","Macrophage cells","MSTN","ACVR1B_ACVR2B",1.57627809696348e-08,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"826","Fibroblast cells","Macrophage cells","MSTN","ACVR1B_ACVR2B",1.23991186759325e-08,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"827","Mast cells","Macrophage cells","MSTN","ACVR1B_ACVR2B",1.018082471081e-09,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"828","B cells","Macrophage cells","MSTN","ACVR1B_ACVR2B",8.93304719372915e-10,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"829","Endothelial cells","Macrophage cells","MSTN","ACVR1B_ACVR2B",6.53378200475109e-09,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"830","NK/T cells","Fibroblast cells","MSTN","ACVR1B_ACVR2B",8.70730974048662e-09,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"831","Epithelial cells","Fibroblast cells","MSTN","ACVR1B_ACVR2B",2.85159713319818e-09,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"832","Macrophage cells","Fibroblast cells","MSTN","ACVR1B_ACVR2B",7.03328479832864e-09,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"833","Fibroblast cells","Fibroblast cells","MSTN","ACVR1B_ACVR2B",5.53240637081993e-09,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"834","Mast cells","Fibroblast cells","MSTN","ACVR1B_ACVR2B",4.54264111916562e-10,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"835","B cells","Fibroblast cells","MSTN","ACVR1B_ACVR2B",3.98589102540469e-10,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"836","Endothelial cells","Fibroblast cells","MSTN","ACVR1B_ACVR2B",2.91531773720245e-09,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"837","NK/T cells","Mast cells","MSTN","ACVR1B_ACVR2B",1.22284273138823e-09,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"838","Epithelial cells","Mast cells","MSTN","ACVR1B_ACVR2B",4.00474366304914e-10,0.02,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"839","Macrophage cells","Mast cells","MSTN","ACVR1B_ACVR2B",9.8774597056921e-10,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"840","Fibroblast cells","Mast cells","MSTN","ACVR1B_ACVR2B",7.76968687715647e-10,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"841","Mast cells","Mast cells","MSTN","ACVR1B_ACVR2B",6.37962824456474e-11,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"842","B cells","Mast cells","MSTN","ACVR1B_ACVR2B",5.59773066116402e-11,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"843","Endothelial cells","Mast cells","MSTN","ACVR1B_ACVR2B",4.094280576148e-10,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"844","Macrophage cells","B cells","MSTN","ACVR1B_ACVR2B",6.23980600128293e-10,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"845","Fibroblast cells","B cells","MSTN","ACVR1B_ACVR2B",4.9082895509675e-10,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"846","Mast cells","B cells","MSTN","ACVR1B_ACVR2B",4.03014944812396e-11,0.03,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"847","Endothelial cells","B cells","MSTN","ACVR1B_ACVR2B",2.58645575968195e-10,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"848","NK/T cells","Endothelial cells","MSTN","ACVR1B_ACVR2B",3.39651161811226e-09,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"849","Epithelial cells","Endothelial cells","MSTN","ACVR1B_ACVR2B",1.11233936042742e-09,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"850","Macrophage cells","Endothelial cells","MSTN","ACVR1B_ACVR2B",2.74351365294656e-09,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"851","Fibroblast cells","Endothelial cells","MSTN","ACVR1B_ACVR2B",2.15805245791747e-09,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"852","Mast cells","Endothelial cells","MSTN","ACVR1B_ACVR2B",1.77197422186826e-10,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"853","B cells","Endothelial cells","MSTN","ACVR1B_ACVR2B",1.55480005218175e-10,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"854","Endothelial cells","Endothelial cells","MSTN","ACVR1B_ACVR2B",1.13718958030065e-09,0,"MSTN_ACVR1B_ACVR2B","MSTN - (ACVR1B+ACVR2B)","MSTN","Secreted Signaling","KEGG: hsa04060"
"855","Macrophage cells","NK/T cells","MSTN","ACVR1B_ACVR2A",5.00375859918922e-09,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"856","Fibroblast cells","NK/T cells","MSTN","ACVR1B_ACVR2A",3.93600474625757e-09,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"857","Mast cells","NK/T cells","MSTN","ACVR1B_ACVR2A",3.23181434553442e-10,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"858","Endothelial cells","NK/T cells","MSTN","ACVR1B_ACVR2A",2.07410462930722e-09,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"859","Fibroblast cells","Neutrophil cells","MSTN","ACVR1B_ACVR2A",5.22685036671291e-10,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"860","Endothelial cells","Neutrophil cells","MSTN","ACVR1B_ACVR2A",2.75432507256454e-10,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"861","NK/T cells","Epithelial cells","MSTN","ACVR1B_ACVR2A",4.32000729237216e-09,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"862","Epithelial cells","Epithelial cells","MSTN","ACVR1B_ACVR2A",1.41477889674172e-09,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"863","Macrophage cells","Epithelial cells","MSTN","ACVR1B_ACVR2A",3.48946877291403e-09,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"864","Fibroblast cells","Epithelial cells","MSTN","ACVR1B_ACVR2A",2.74484924750686e-09,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"865","Mast cells","Epithelial cells","MSTN","ACVR1B_ACVR2A",2.25376886644882e-10,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"866","B cells","Epithelial cells","MSTN","ACVR1B_ACVR2A",1.97754264594866e-10,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"867","Endothelial cells","Epithelial cells","MSTN","ACVR1B_ACVR2A",1.44641682715098e-09,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"868","NK/T cells","Macrophage cells","MSTN","ACVR1B_ACVR2A",6.73033605464699e-09,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"869","Epithelial cells","Macrophage cells","MSTN","ACVR1B_ACVR2A",2.20414849421923e-09,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"870","Macrophage cells","Macrophage cells","MSTN","ACVR1B_ACVR2A",5.43640162865402e-09,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"871","Fibroblast cells","Macrophage cells","MSTN","ACVR1B_ACVR2A",4.27632239652199e-09,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"872","Mast cells","Macrophage cells","MSTN","ACVR1B_ACVR2A",3.51124882336277e-10,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
"873","B cells","Macrophage cells","MSTN","ACVR1B_ACVR2A",3.08090375647085e-10,0,"MSTN_ACVR1B_ACVR2A","MSTN - (ACVR1B+ACVR2A)","MSTN","Secreted Signaling","KEGG: hsa04060"
