"","source","target","pathway_name","prob","pval"
"403","Endothelial cells","NK/T cells","MSTN",5.16965396153503e-08,0
"404","Endothelial cells","NK/T cells","NRG",3.23877795379485e-10,0
"405","Endothelial cells","NK/T cells","NT",6.77142400592833e-11,0
"406","Endothelial cells","NK/T cells","OSM",1.14460520694728e-07,0
"407","Endothelial cells","NK/T cells","PARs",5.51401365415975e-11,0.01
"408","Endothelial cells","NK/T cells","PDGF",1.14275901170409e-08,0
"409","Endothelial cells","NK/T cells","PROS",8.71780647175574e-09,0
"410","Endothelial cells","NK/T cells","SEMA3",1.50427270365897e-09,0
"411","Endothelial cells","NK/T cells","SPP1",6.13157533647872e-05,0
"412","Endothelial cells","NK/T cells","TGFb",5.03056350173416e-06,0
"413","Endothelial cells","NK/T cells","TRAIL",1.06840682871058e-06,0.01
"414","Endothelial cells","NK/T cells","TWEAK",5.39210934091851e-08,0
"415","Endothelial cells","NK/T cells","VEGF",7.21539415169305e-08,0.002
"416","Endothelial cells","NK/T cells","WNT",1.0034566658848e-09,0
"417","Endothelial cells","Neutrophil cells","ACTIVIN",1.86158751695695e-10,0
"418","Endothelial cells","Neutrophil cells","ANGPT",4.00578728121559e-08,0
"419","Endothelial cells","Neutrophil cells","ANNEXIN",1.13406865661424e-05,0
"420","Endothelial cells","Neutrophil cells","BAFF",6.0417602011457e-09,0
"421","Endothelial cells","Neutrophil cells","BMP",7.68547978908468e-09,0
"422","Endothelial cells","Neutrophil cells","COMPLEMENT",1.70623722262683e-10,0
"423","Endothelial cells","Neutrophil cells","CSF3",1.30772671387499e-08,0
"424","Endothelial cells","Neutrophil cells","CXCL",4.02261252195425e-06,0.02
"425","Endothelial cells","Neutrophil cells","EGF",1.73075951723953e-08,0
"426","Endothelial cells","Neutrophil cells","FGF",5.82702433729127e-10,0
"427","Endothelial cells","Neutrophil cells","FLT3",5.34002967626068e-12,0
"428","Endothelial cells","Neutrophil cells","GALECTIN",1.25760567079317e-05,0
"429","Endothelial cells","Neutrophil cells","GAS",1.66939606797455e-09,0
"430","Endothelial cells","Neutrophil cells","GRN",1.47741650817206e-07,0
"431","Endothelial cells","Neutrophil cells","HGF",1.49036150907298e-09,0
"432","Endothelial cells","Neutrophil cells","IFN-II",3.87898146530526e-08,0
"433","Endothelial cells","Neutrophil cells","IGF",2.82629780588622e-09,0
"434","Endothelial cells","Neutrophil cells","IL1",2.77014622670619e-07,0
"435","Endothelial cells","Neutrophil cells","IL4",3.35465643380976e-08,0
"436","Endothelial cells","Neutrophil cells","KIT",1.21883106079787e-10,0
"437","Endothelial cells","Neutrophil cells","LIFR",1.53794141558973e-07,0
"438","Endothelial cells","Neutrophil cells","MIF",1.12845259082234e-05,0.00333333333333333
"439","Endothelial cells","Neutrophil cells","MSTN",5.11957104577037e-09,0
"440","Endothelial cells","Neutrophil cells","NRG",1.41012225270237e-10,0
"441","Endothelial cells","Neutrophil cells","NT",2.65483284649473e-11,0
"442","Endothelial cells","Neutrophil cells","OSM",8.73362001989603e-08,0
"443","Endothelial cells","Neutrophil cells","PARs",1.04068872311457e-11,0.03
"444","Endothelial cells","Neutrophil cells","PDGF",3.47903370873972e-09,0
"445","Endothelial cells","Neutrophil cells","PROS",2.91194718841428e-09,0
"446","Endothelial cells","Neutrophil cells","SEMA3",4.25992358867355e-10,0
"447","Endothelial cells","Neutrophil cells","TGFb",2.22429960788899e-07,0
"448","Endothelial cells","Neutrophil cells","TRAIL",6.36846275797337e-07,0
"449","Endothelial cells","Neutrophil cells","TWEAK",1.92687794292103e-08,0
"450","Endothelial cells","Neutrophil cells","VEGF",5.99779285324222e-08,0.002
"451","Endothelial cells","Neutrophil cells","WNT",3.27477022412387e-10,0
"452","Endothelial cells","Plasma cells","ANGPT",4.49863836019608e-09,0
"453","Endothelial cells","Plasma cells","BAFF",3.90527908658777e-10,0.01
"454","Endothelial cells","Plasma cells","BMP",2.26621285980843e-11,0.01
"455","Endothelial cells","Plasma cells","EGF",5.89979344063584e-10,0
"456","Endothelial cells","Plasma cells","FGF",2.31084595979918e-11,0
"457","Endothelial cells","Plasma cells","GAS",1.13810740760261e-10,0
"458","Endothelial cells","Plasma cells","HGF",5.01607674262854e-11,0
"459","Endothelial cells","Plasma cells","IGF",9.85157899130536e-09,0
"460","Endothelial cells","Plasma cells","KIT",3.58033687512392e-12,0.02
"461","Endothelial cells","Plasma cells","MIF",3.11216248754668e-07,0.03
"462","Endothelial cells","Plasma cells","NT",1.21539604108846e-12,0
"463","Endothelial cells","Plasma cells","PDGF",1.27869719136588e-10,0
"464","Endothelial cells","Plasma cells","PROS",1.98521502920409e-10,0
"465","Endothelial cells","Plasma cells","SEMA3",1.31559160714665e-11,0
"466","Endothelial cells","Plasma cells","TWEAK",6.35838089836619e-10,0
"467","Endothelial cells","Plasma cells","VEGF",9.02540253215271e-10,0
"468","Endothelial cells","Plasma cells","WNT",1.71643995145182e-11,0
"469","Epithelial cells","B cells","BAFF",1.543451004784e-08,0
"470","Epithelial cells","B cells","BMP",7.74427390663249e-09,0
"471","Epithelial cells","B cells","EGF",5.55706707546411e-08,0
"472","Epithelial cells","B cells","FGF",2.22366552791698e-09,0
"473","Epithelial cells","B cells","GALECTIN",3.7031342343685e-05,0
"474","Epithelial cells","B cells","GAS",1.20236596431322e-09,0
"475","Epithelial cells","B cells","HGF",7.32963669419207e-10,0
"476","Epithelial cells","B cells","IGF",1.27905116896992e-06,0.0075
"477","Epithelial cells","B cells","IL4",6.09272860121172e-09,0
"478","Epithelial cells","B cells","KIT",1.36544674223206e-10,0
"479","Epithelial cells","B cells","MIF",1.84416169707779e-05,0.005
"480","Epithelial cells","B cells","MK",7.02379001998144e-05,0
"481","Epithelial cells","B cells","NRG",8.90828462813293e-09,0
"482","Epithelial cells","B cells","NT",2.88508943260184e-11,0
"483","Epithelial cells","B cells","PDGF",7.9573793768685e-10,0
"484","Epithelial cells","B cells","PSAP",5.32961606896404e-09,0
"485","Epithelial cells","B cells","VEGF",3.90689271343121e-07,0
"486","Epithelial cells","B cells","WNT",4.21599939975775e-09,0
"487","Epithelial cells","Endothelial cells","ACTIVIN",7.16364008919063e-10,0
"488","Epithelial cells","Endothelial cells","BMP",2.05456342601068e-07,0
"489","Epithelial cells","Endothelial cells","CALCR",8.38843933504069e-06,0
"490","Epithelial cells","Endothelial cells","CCL",8.89152891444029e-08,0
"491","Epithelial cells","Endothelial cells","CD40",4.18937425529187e-08,0
"492","Epithelial cells","Endothelial cells","COMPLEMENT",2.73164791571993e-15,0
"493","Epithelial cells","Endothelial cells","CSF",6.27729971376345e-10,0.02
"494","Epithelial cells","Endothelial cells","EGF",1.53468784540853e-07,0
"495","Epithelial cells","Endothelial cells","FASLG",2.70052459706301e-09,0
"496","Epithelial cells","Endothelial cells","FGF",2.69616920368644e-07,0
"497","Epithelial cells","Endothelial cells","FLT3",8.67729499811414e-12,0
"498","Epithelial cells","Endothelial cells","GALECTIN",3.11517118060628e-08,0
"499","Epithelial cells","Endothelial cells","GAS",3.64936702630348e-10,0
"500","Epithelial cells","Endothelial cells","GRN",3.45806997500402e-08,0.01
"501","Epithelial cells","Endothelial cells","HGF",4.97985290332741e-08,0
"502","Epithelial cells","Endothelial cells","IGF",2.67712047855445e-06,0
"503","Epithelial cells","Endothelial cells","IL1",4.89150866753138e-08,0
"504","Epithelial cells","Endothelial cells","IL4",9.33163310184282e-08,0
"505","Epithelial cells","Endothelial cells","IL6",3.71456554178813e-07,0
"506","Epithelial cells","Endothelial cells","KIT",7.402986478006e-10,0
"507","Epithelial cells","Endothelial cells","LIFR",6.79365028549673e-07,0
"508","Epithelial cells","Endothelial cells","LIGHT",5.52162857273763e-09,0.02
"509","Epithelial cells","Endothelial cells","MIF",4.86481553677465e-08,0
"510","Epithelial cells","Endothelial cells","MK",5.72949454772609e-05,0
"511","Epithelial cells","Endothelial cells","MSTN",7.64405641277341e-09,0
"512","Epithelial cells","Endothelial cells","NRG",2.31490900642047e-08,0
"513","Epithelial cells","Endothelial cells","NT",2.20741403598531e-10,0
"514","Epithelial cells","Endothelial cells","OSM",7.82755154912927e-08,0
"515","Epithelial cells","Endothelial cells","PARs",1.07221515029465e-08,0
"516","Epithelial cells","Endothelial cells","PDGF",2.90858801842098e-09,0
"517","Epithelial cells","Endothelial cells","PSAP",3.35653275159409e-09,0
"518","Epithelial cells","Endothelial cells","TRAIL",4.15468767811548e-06,0
"519","Epithelial cells","Endothelial cells","VEGF",1.5477626835997e-05,0
"520","Epithelial cells","Endothelial cells","VISFATIN",5.26523942799497e-06,0
"521","Epithelial cells","Endothelial cells","WNT",3.26052494933949e-06,0
"522","Epithelial cells","Epithelial cells","ACTIVIN",2.77679222030233e-09,0
"523","Epithelial cells","Epithelial cells","BMP",3.84503882563554e-07,0
"524","Epithelial cells","Epithelial cells","CD40",2.97452141317696e-07,0
"525","Epithelial cells","Epithelial cells","COMPLEMENT",5.76603635408465e-14,0
"526","Epithelial cells","Epithelial cells","CSF",1.03858488445066e-08,0
"527","Epithelial cells","Epithelial cells","EGF",5.56476516091918e-05,0
"528","Epithelial cells","Epithelial cells","FASLG",1.16631023698772e-07,0
"529","Epithelial cells","Epithelial cells","FGF",1.01502912825455e-06,0
"530","Epithelial cells","Epithelial cells","FLT3",1.7945962140558e-10,0
"531","Epithelial cells","Epithelial cells","GALECTIN",6.96078208882019e-05,0
"532","Epithelial cells","Epithelial cells","GAS",1.99256880384192e-10,0
"533","Epithelial cells","Epithelial cells","GRN",9.4379785583822e-07,0
"534","Epithelial cells","Epithelial cells","HGF",2.50870070695794e-07,0
"535","Epithelial cells","Epithelial cells","IFN-II",3.98492993594337e-06,0
"536","Epithelial cells","Epithelial cells","IGF",3.47187878417336e-05,0
"537","Epithelial cells","Epithelial cells","IL1",1.05439442319581e-06,0
"538","Epithelial cells","Epithelial cells","IL10",1.79222664534138e-06,0
"539","Epithelial cells","Epithelial cells","IL2",1.28733953799408e-07,0
"540","Epithelial cells","Epithelial cells","IL4",3.90914871627644e-06,0
"541","Epithelial cells","Epithelial cells","IL6",1.70707343159304e-06,0
"542","Epithelial cells","Epithelial cells","KIT",6.78622645225083e-09,0
"543","Epithelial cells","Epithelial cells","LIFR",7.16062684984713e-07,0
"544","Epithelial cells","Epithelial cells","MIF",7.17861814042021e-07,0
"545","Epithelial cells","Epithelial cells","MK",0.00197891639185841,0
"546","Epithelial cells","Epithelial cells","MSTN",5.33734315520315e-09,0
"547","Epithelial cells","Epithelial cells","NRG",8.78361970190607e-06,0
"548","Epithelial cells","Epithelial cells","NT",1.59942913251127e-09,0
"549","Epithelial cells","Epithelial cells","OSM",5.14467767103087e-08,0
"550","Epithelial cells","Epithelial cells","PARs",2.96894420818276e-07,0
"551","Epithelial cells","Epithelial cells","PDGF",4.05271302717456e-08,0
"552","Epithelial cells","Epithelial cells","PSAP",9.91926041708866e-08,0
"553","Epithelial cells","Epithelial cells","TRAIL",0.000194845360792641,0
"554","Epithelial cells","Epithelial cells","VEGF",6.60307479026133e-06,0
"555","Epithelial cells","Epithelial cells","WNT",9.84588041539713e-08,0
"556","Epithelial cells","Fibroblast cells","ACTIVIN",2.12066722395517e-09,0
"557","Epithelial cells","Fibroblast cells","BMP",2.01231834112581e-07,0
"558","Epithelial cells","Fibroblast cells","CD40",7.72852582308325e-08,0
"559","Epithelial cells","Fibroblast cells","COMPLEMENT",2.40696186492814e-11,0
"560","Epithelial cells","Fibroblast cells","CSF",3.05982294267262e-09,0
"561","Epithelial cells","Fibroblast cells","CSF3",2.73539284716466e-11,0.02
"562","Epithelial cells","Fibroblast cells","EGF",5.64074781091405e-06,0
"563","Epithelial cells","Fibroblast cells","FASLG",6.22316789979491e-09,0.03
"564","Epithelial cells","Fibroblast cells","FGF",3.15171981384891e-06,0
"565","Epithelial cells","Fibroblast cells","FLT3",2.75717652677467e-11,0
"566","Epithelial cells","Fibroblast cells","GALECTIN",8.60831518804113e-06,0
"567","Epithelial cells","Fibroblast cells","GAS",7.05018456274004e-09,0
"568","Epithelial cells","Fibroblast cells","GRN",4.19751734688924e-07,0
"569","Epithelial cells","Fibroblast cells","HGF",3.38631758973779e-08,0
"570","Epithelial cells","Fibroblast cells","IFN-II",1.175491053919e-06,0
"571","Epithelial cells","Fibroblast cells","IGF",1.2351490123305e-06,0
"572","Epithelial cells","Fibroblast cells","IL1",6.72123432700352e-07,0
"573","Epithelial cells","Fibroblast cells","IL4",8.10706791614776e-10,0
"574","Epithelial cells","Fibroblast cells","IL6",7.53728625315605e-07,0
"575","Epithelial cells","Fibroblast cells","KIT",3.31327454557956e-09,0
"576","Epithelial cells","Fibroblast cells","LIFR",3.10850509155403e-07,0
"577","Epithelial cells","Fibroblast cells","MK",0.000237800124971744,0
"578","Epithelial cells","Fibroblast cells","MSTN",1.45116611809493e-08,0
"579","Epithelial cells","Fibroblast cells","NRG",2.45859216674343e-07,0
"580","Epithelial cells","Fibroblast cells","NT",4.85743310111248e-10,0
"581","Epithelial cells","Fibroblast cells","OSM",1.03835990911516e-07,0
"582","Epithelial cells","Fibroblast cells","PARs",1.2503845527783e-07,0
"583","Epithelial cells","Fibroblast cells","PDGF",3.96162262272861e-07,0
"584","Epithelial cells","Fibroblast cells","PSAP",1.42750437905064e-08,0
"585","Epithelial cells","Fibroblast cells","TRAIL",2.93365210002584e-06,0
"586","Epithelial cells","Fibroblast cells","VEGF",2.42125957359612e-06,0
"587","Epithelial cells","Fibroblast cells","VISFATIN",2.75960318047012e-07,0
"588","Epithelial cells","Fibroblast cells","WNT",7.3423642207971e-08,0
"589","Epithelial cells","Macrophage cells","ACTIVIN",4.47070651486398e-09,0
"590","Epithelial cells","Macrophage cells","ANNEXIN",0.000142197685219006,0
"591","Epithelial cells","Macrophage cells","BAFF",1.34662537131378e-07,0
"592","Epithelial cells","Macrophage cells","BMP",2.27070524105436e-07,0
"593","Epithelial cells","Macrophage cells","CD40",7.78297579062629e-07,0
"594","Epithelial cells","Macrophage cells","COMPLEMENT",5.22642533779007e-09,0
"595","Epithelial cells","Macrophage cells","CSF",9.31850288957123e-07,0
"596","Epithelial cells","Macrophage cells","CSF3",2.50442776373727e-08,0
"597","Epithelial cells","Macrophage cells","EGF",1.17163236186611e-06,0
"598","Epithelial cells","Macrophage cells","FGF",4.68506217319285e-08,0
"599","Epithelial cells","Macrophage cells","FLT3",1.23785030001516e-10,0
"600","Epithelial cells","Macrophage cells","GALECTIN",0.000385270341366841,0
"601","Epithelial cells","Macrophage cells","GAS",2.61994160242863e-08,0
"602","Epithelial cells","Macrophage cells","GRN",2.77030947620805e-06,0
"603","Epithelial cells","Macrophage cells","HGF",1.91419102863315e-08,0
"604","Epithelial cells","Macrophage cells","IFN-II",1.13032919459437e-05,0
"605","Epithelial cells","Macrophage cells","IGF",1.28116466501578e-05,0
"606","Epithelial cells","Macrophage cells","IL1",3.26644357008201e-06,0
"607","Epithelial cells","Macrophage cells","IL4",4.34571003778522e-06,0
"608","Epithelial cells","Macrophage cells","IL6",3.73826342933679e-06,0
"609","Epithelial cells","Macrophage cells","KIT",2.74279687059872e-09,0
"610","Epithelial cells","Macrophage cells","LIFR",6.71236586850874e-07,0
"611","Epithelial cells","Macrophage cells","MIF",0.000146965754395495,0
"612","Epithelial cells","Macrophage cells","MK",0.000706987121748764,0
"613","Epithelial cells","Macrophage cells","MSTN",5.95708821944366e-08,0
"614","Epithelial cells","Macrophage cells","NRG",1.8959273240672e-07,0
"615","Epithelial cells","Macrophage cells","NT",4.67392632875163e-10,0
"616","Epithelial cells","Macrophage cells","OSM",4.81942867496784e-08,0
"617","Epithelial cells","Macrophage cells","PARs",1.84727150562993e-10,0
"618","Epithelial cells","Macrophage cells","PDGF",1.52614630522026e-08,0
"619","Epithelial cells","Macrophage cells","PSAP",4.99581099968966e-08,0
"620","Epithelial cells","Macrophage cells","TRAIL",1.48169240966518e-05,0
"621","Epithelial cells","Macrophage cells","VEGF",1.41082334782415e-05,0
"622","Epithelial cells","Macrophage cells","WNT",4.13091026997699e-08,0
"623","Epithelial cells","Mast cells","ACTIVIN",2.61065767679444e-10,0.01
"624","Epithelial cells","Mast cells","BMP",1.14058496135911e-08,0
"625","Epithelial cells","Mast cells","CD40",4.44853691174756e-09,0
"626","Epithelial cells","Mast cells","COMPLEMENT",6.18888174571162e-12,0
"627","Epithelial cells","Mast cells","CSF",2.6796137865807e-09,0
"628","Epithelial cells","Mast cells","EGF",1.01548887829798e-07,0
"629","Epithelial cells","Mast cells","FASLG",3.37582937493723e-09,0.03
"630","Epithelial cells","Mast cells","FGF",1.50502195201485e-08,0
"631","Epithelial cells","Mast cells","FLT3",9.20129858996216e-12,0
"632","Epithelial cells","Mast cells","GALECTIN",2.08056050970429e-05,0
"633","Epithelial cells","Mast cells","GAS",9.65073742470794e-12,0
"634","Epithelial cells","Mast cells","HGF",1.54993200519253e-09,0
"635","Epithelial cells","Mast cells","IGF",8.11798238739473e-08,0
"636","Epithelial cells","Mast cells","IL4",1.37735207066864e-07,0
"637","Epithelial cells","Mast cells","KIT",8.22141153531979e-08,0
"638","Epithelial cells","Mast cells","LIFR",6.17573671680578e-08,0
"639","Epithelial cells","Mast cells","MK",2.41529413929433e-05,0
"640","Epithelial cells","Mast cells","MSTN",4.00474366304914e-10,0.02
"641","Epithelial cells","Mast cells","NRG",1.80486877855855e-08,0
"642","Epithelial cells","Mast cells","NT",4.83408414846062e-10,0
"643","Epithelial cells","Mast cells","OSM",4.37943119167778e-09,0
"644","Epithelial cells","Mast cells","PARs",1.58264138159827e-11,0.03
"645","Epithelial cells","Mast cells","PDGF",1.94840138566771e-09,0
"646","Epithelial cells","Mast cells","PSAP",3.22245122921668e-09,0
"647","Epithelial cells","Mast cells","TRAIL",5.9436424893528e-06,0
"648","Epithelial cells","Mast cells","VEGF",9.74966066508203e-07,0
"649","Epithelial cells","Mast cells","WNT",3.17178241432429e-09,0
"650","Epithelial cells","NK/T cells","BMP",1.97420730023281e-07,0
"651","Epithelial cells","NK/T cells","CD40",6.84080476285004e-07,0
"652","Epithelial cells","NK/T cells","COMPLEMENT",8.28657709003419e-10,0
"653","Epithelial cells","NK/T cells","EGF",1.36962230933687e-06,0
"654","Epithelial cells","NK/T cells","FASLG",2.23646184028248e-07,0
"655","Epithelial cells","NK/T cells","FGF",3.60630348397111e-08,0
"656","Epithelial cells","NK/T cells","FLT3",3.46484408307504e-10,0
"657","Epithelial cells","NK/T cells","GALECTIN",0.00126912492688462,0
"658","Epithelial cells","NK/T cells","GAS",3.48864765102025e-10,0
"659","Epithelial cells","NK/T cells","HGF",2.32546993678054e-08,0
"660","Epithelial cells","NK/T cells","IGF",1.92207980842138e-05,0
"661","Epithelial cells","NK/T cells","KIT",2.72318739548905e-09,0
"662","Epithelial cells","NK/T cells","MIF",0.000158882584994041,0
"663","Epithelial cells","NK/T cells","MK",0.00210545261250847,0
"664","Epithelial cells","NK/T cells","NRG",1.76913032886607e-07,0
"665","Epithelial cells","NK/T cells","NT",4.88327150183907e-10,0
"666","Epithelial cells","NK/T cells","PDGF",2.05020956082703e-08,0
"667","Epithelial cells","NK/T cells","PSAP",1.36603260302541e-07,0
"668","Epithelial cells","NK/T cells","TRAIL",4.91103016109758e-05,0
"669","Epithelial cells","NK/T cells","VEGF",2.8765049382722e-07,0
"670","Epithelial cells","NK/T cells","WNT",1.15845132197251e-07,0
"671","Epithelial cells","Neutrophil cells","ANNEXIN",0.000926280333927853,0
"672","Epithelial cells","Neutrophil cells","BAFF",6.84153202484629e-08,0
"673","Epithelial cells","Neutrophil cells","BMP",1.69742815600289e-08,0
"674","Epithelial cells","Neutrophil cells","COMPLEMENT",3.98199701886414e-09,0
"675","Epithelial cells","Neutrophil cells","CSF3",2.701866188699e-07,0
"676","Epithelial cells","Neutrophil cells","EGF",5.54092727558818e-07,0
"677","Epithelial cells","Neutrophil cells","FGF",1.43456014020413e-08,0
"678","Epithelial cells","Neutrophil cells","GALECTIN",0.000358240281835005,0
"679","Epithelial cells","Neutrophil cells","GRN",1.10609683904253e-06,0
"680","Epithelial cells","Neutrophil cells","HGF",7.77845737406206e-09,0
"681","Epithelial cells","Neutrophil cells","IFN-II",1.0226458672545e-06,0
"682","Epithelial cells","Neutrophil cells","IGF",8.49465750381513e-06,0
"683","Epithelial cells","Neutrophil cells","IL1",9.00376335338643e-06,0
"684","Epithelial cells","Neutrophil cells","IL4",1.34789083281169e-07,0
"685","Epithelial cells","Neutrophil cells","KIT",1.11728707018635e-09,0
"686","Epithelial cells","Neutrophil cells","LIFR",1.22948139555446e-08,0
"687","Epithelial cells","Neutrophil cells","MIF",3.31849598668354e-05,0
"688","Epithelial cells","Neutrophil cells","MK",0.000224125595330812,0
"689","Epithelial cells","Neutrophil cells","NRG",7.70256513831171e-08,0
"690","Epithelial cells","Neutrophil cells","NT",1.91455586876869e-10,0
"691","Epithelial cells","Neutrophil cells","PDGF",6.19267167494009e-09,0
"692","Epithelial cells","Neutrophil cells","PSAP",4.38778104503941e-08,0
"693","Epithelial cells","Neutrophil cells","TRAIL",2.92689629442247e-05,0
"694","Epithelial cells","Neutrophil cells","VEGF",1.70320049338252e-07,0
"695","Epithelial cells","Neutrophil cells","WNT",3.78059390586796e-08,0
"696","Epithelial cells","Plasma cells","BAFF",3.52598814376086e-09,0
"697","Epithelial cells","Plasma cells","EGF",1.58332975077212e-08,0
"698","Epithelial cells","Plasma cells","FGF",5.69007474251232e-10,0
"699","Epithelial cells","Plasma cells","GALECTIN",4.63747696369326e-06,0
"700","Epithelial cells","Plasma cells","HGF",2.61797623209624e-10,0
"701","Epithelial cells","Plasma cells","IGF",1.68564571255876e-07,0
"702","Epithelial cells","Plasma cells","MK",3.29383294050486e-05,0
"703","Epithelial cells","Plasma cells","NRG",2.81207028351909e-09,0
"704","Epithelial cells","Plasma cells","VEGF",2.65993555284803e-09,0
"705","Epithelial cells","Plasma cells","WNT",1.98001197000539e-09,0
"706","Fibroblast cells","B cells","ACTIVIN",4.2639829181232e-10,0
"707","Fibroblast cells","B cells","ANGPTL",7.55693291851786e-08,0
"708","Fibroblast cells","B cells","BAFF",5.69269797322623e-09,0
"709","Fibroblast cells","B cells","BMP",1.07409381609668e-08,0
"710","Fibroblast cells","B cells","COMPLEMENT",5.01607797880853e-08,0
"711","Fibroblast cells","B cells","CXCL",5.58641553593413e-06,0
"712","Fibroblast cells","B cells","FGF",1.79207105060955e-09,0
"713","Fibroblast cells","B cells","FLT3",2.10473580871592e-12,0.02
"714","Fibroblast cells","B cells","GAS",1.41324767789454e-07,0
"715","Fibroblast cells","B cells","HGF",9.35961538542961e-10,0
"716","Fibroblast cells","B cells","IGF",6.21245983184806e-08,0
"717","Fibroblast cells","B cells","IL4",1.38649702047191e-09,0
"718","Fibroblast cells","B cells","KIT",1.02790252080284e-09,0
"719","Fibroblast cells","B cells","MIF",1.0754000143823e-05,0
"720","Fibroblast cells","B cells","MK",1.23439224620478e-05,0
"721","Fibroblast cells","B cells","MSTN",4.28082538819304e-09,0
"722","Fibroblast cells","B cells","NRG",3.08511610128727e-09,0
"723","Fibroblast cells","B cells","NT",8.97856546470742e-12,0
"724","Fibroblast cells","B cells","PARs",1.19665084967417e-11,0
"725","Fibroblast cells","B cells","PDGF",1.00551564548922e-08,0
"726","Fibroblast cells","B cells","PERIOSTIN",1.99593727076114e-08,0
"727","Fibroblast cells","B cells","PTN",2.1452358525627e-06,0
"728","Fibroblast cells","B cells","TGFb",2.22035489582847e-07,0.00142857142857143
"729","Fibroblast cells","B cells","VEGF",9.63133496588916e-08,0
"730","Fibroblast cells","B cells","WNT",3.94123050067328e-12,0
"731","Fibroblast cells","B cells","ncWNT",2.40471228800381e-10,0
"732","Fibroblast cells","Endothelial cells","ACTIVIN",1.85613586051243e-09,0
"733","Fibroblast cells","Endothelial cells","ANGPTL",6.83082895174078e-07,0
"734","Fibroblast cells","Endothelial cells","BMP",2.32805975508366e-07,0
"735","Fibroblast cells","Endothelial cells","CCL",5.61931309403999e-07,0
"736","Fibroblast cells","Endothelial cells","CD40",6.9100722331908e-09,0
"737","Fibroblast cells","Endothelial cells","COMPLEMENT",6.30653757339596e-08,0
"738","Fibroblast cells","Endothelial cells","CSF",1.84938404953909e-10,0
"739","Fibroblast cells","Endothelial cells","EDN",2.44137724615789e-07,0
"740","Fibroblast cells","Endothelial cells","EGF",1.64864710507929e-09,0
"741","Fibroblast cells","Endothelial cells","FGF",2.17605002614e-07,0
"742","Fibroblast cells","Endothelial cells","FLT3",1.33315973186916e-12,0
"743","Fibroblast cells","Endothelial cells","GAS",4.28940987054307e-08,0
"744","Fibroblast cells","Endothelial cells","GRN",4.2378776398062e-09,0.01
"745","Fibroblast cells","Endothelial cells","HGF",6.3567717565086e-08,0
"746","Fibroblast cells","Endothelial cells","IGF",9.53934478391579e-07,0
"747","Fibroblast cells","Endothelial cells","IL1",1.73791524879378e-08,0
"748","Fibroblast cells","Endothelial cells","IL4",1.03886078061414e-08,0
"749","Fibroblast cells","Endothelial cells","IL6",1.6095983486034e-07,0
"750","Fibroblast cells","Endothelial cells","KIT",5.57275630023299e-09,0
"751","Fibroblast cells","Endothelial cells","LIFR",2.9348981045658e-07,0
"752","Fibroblast cells","Endothelial cells","LIGHT",8.09219938798412e-10,0
"753","Fibroblast cells","Endothelial cells","LT",2.84787279775327e-08,0.02
"754","Fibroblast cells","Endothelial cells","MIF",5.82333296676823e-07,0
"755","Fibroblast cells","Endothelial cells","MK",1.00550004022289e-05,0
"756","Fibroblast cells","Endothelial cells","MSTN",1.48298160253815e-08,0
"757","Fibroblast cells","Endothelial cells","NRG",8.0169258030212e-09,0
"758","Fibroblast cells","Endothelial cells","NT",6.8695996320972e-11,0
"759","Fibroblast cells","Endothelial cells","OSM",3.39905039502748e-08,0
"760","Fibroblast cells","Endothelial cells","PARs",6.35935871245352e-09,0
"761","Fibroblast cells","Endothelial cells","PDGF",3.66330495426296e-08,0
"762","Fibroblast cells","Endothelial cells","PERIOSTIN",1.67981281924017e-07,0
"763","Fibroblast cells","Endothelial cells","PSAP",4.91551097288609e-10,0
"764","Fibroblast cells","Endothelial cells","PTN",5.74861581701707e-07,0
"765","Fibroblast cells","Endothelial cells","TGFb",5.97819938904793e-07,0
"766","Fibroblast cells","Endothelial cells","TRAIL",5.01264365447548e-08,0
"767","Fibroblast cells","Endothelial cells","VEGF",2.36276950019986e-06,0
"768","Fibroblast cells","Endothelial cells","VISFATIN",6.45257053831015e-07,0
"769","Fibroblast cells","Endothelial cells","WNT",3.04823831698571e-09,0
"770","Fibroblast cells","Endothelial cells","ncWNT",1.41871406402325e-06,0
"771","Fibroblast cells","Epithelial cells","ACTIVIN",7.1948588888924e-09,0
"772","Fibroblast cells","Epithelial cells","ANGPTL",4.8722217314395e-06,0
"773","Fibroblast cells","Epithelial cells","BMP",4.37830422695581e-07,0
"774","Fibroblast cells","Epithelial cells","CD40",4.90629972433422e-08,0
"775","Fibroblast cells","Epithelial cells","COMPLEMENT",7.43887931707464e-07,0
"776","Fibroblast cells","Epithelial cells","CSF",3.05982294267262e-09,0
"777","Fibroblast cells","Epithelial cells","CSF3",2.73539284716466e-11,0.02
"778","Fibroblast cells","Epithelial cells","EGF",6.77219279790719e-07,0
"779","Fibroblast cells","Epithelial cells","FASLG",1.08013005906164e-08,0
"780","Fibroblast cells","Epithelial cells","FGF",7.02673596565701e-07,0
"781","Fibroblast cells","Epithelial cells","FLT3",2.75717652677467e-11,0
"782","Fibroblast cells","Epithelial cells","GAS",2.34264983484789e-08,0
"783","Fibroblast cells","Epithelial cells","GRN",1.15662778910342e-07,0
"784","Fibroblast cells","Epithelial cells","HGF",3.20328647836893e-07,0
