"","source","target","pathway_name","prob","pval"
"1841","Neutrophil cells","Fibroblast cells","OSM",7.35617634627956e-06,0
"1842","Neutrophil cells","Fibroblast cells","PARs",5.70228891810376e-08,0
"1843","Neutrophil cells","Fibroblast cells","PDGF",5.45602581820736e-08,0
"1844","Neutrophil cells","Fibroblast cells","PSAP",8.38457821587046e-09,0
"1845","Neutrophil cells","Fibroblast cells","SPP1",7.7714446234004e-05,0
"1846","Neutrophil cells","Fibroblast cells","VEGF",3.01212556693528e-09,0
"1847","Neutrophil cells","Fibroblast cells","VISFATIN",0.000126497694874921,0
"1848","Neutrophil cells","Fibroblast cells","WNT",2.60812403648214e-11,0
"1849","Neutrophil cells","Macrophage cells","ACTIVIN",1.39614867285438e-09,0
"1850","Neutrophil cells","Macrophage cells","ANNEXIN",5.38202216094092e-05,0
"1851","Neutrophil cells","Macrophage cells","BAFF",8.60641543745688e-05,0
"1852","Neutrophil cells","Macrophage cells","CCL",5.39309173405741e-05,0
"1853","Neutrophil cells","Macrophage cells","CD40",5.80605169157427e-07,0
"1854","Neutrophil cells","Macrophage cells","COMPLEMENT",3.05580236920775e-09,0
"1855","Neutrophil cells","Macrophage cells","CSF",5.63208303014965e-08,0
"1856","Neutrophil cells","Macrophage cells","CSF3",3.70396391192032e-05,0
"1857","Neutrophil cells","Macrophage cells","CXCL",1.2451024950714e-07,0
"1858","Neutrophil cells","Macrophage cells","FGF",2.44616558520559e-11,0
"1859","Neutrophil cells","Macrophage cells","GAS",1.5321866830629e-08,0
"1860","Neutrophil cells","Macrophage cells","HGF",5.72855000090608e-10,0
"1861","Neutrophil cells","Macrophage cells","IFN-II",1.48604689772318e-07,0
"1862","Neutrophil cells","Macrophage cells","IGF",2.67989232678671e-06,0.005
"1863","Neutrophil cells","Macrophage cells","IL1",3.48447335429325e-05,0
"1864","Neutrophil cells","Macrophage cells","IL4",5.11017189362701e-06,0
"1865","Neutrophil cells","Macrophage cells","KIT",4.51575158055198e-10,0
"1866","Neutrophil cells","Macrophage cells","LIFR",2.65272648770592e-07,0.005
"1867","Neutrophil cells","Macrophage cells","LT",4.72492333868538e-06,0
"1868","Neutrophil cells","Macrophage cells","NRG",1.37329332724685e-09,0
"1869","Neutrophil cells","Macrophage cells","NT",1.0935481824161e-11,0
"1870","Neutrophil cells","Macrophage cells","OSM",3.41808773309236e-06,0
"1871","Neutrophil cells","Macrophage cells","PDGF",4.908749208903e-10,0
"1872","Neutrophil cells","Macrophage cells","PSAP",2.93433431371362e-08,0
"1873","Neutrophil cells","Macrophage cells","SPP1",0.000370875326394669,0
"1874","Neutrophil cells","Macrophage cells","VEGF",3.80951806195374e-08,0
"1875","Neutrophil cells","Macrophage cells","VISFATIN",0.000445148846767069,0
"1876","Neutrophil cells","Mast cells","BAFF",2.18160483267998e-09,0
"1877","Neutrophil cells","Mast cells","CCL",1.46084827350024e-08,0
"1878","Neutrophil cells","Mast cells","CD40",3.31857256857281e-09,0
"1879","Neutrophil cells","Mast cells","COMPLEMENT",4.03251838622166e-12,0
"1880","Neutrophil cells","Mast cells","CSF3",1.37753092493315e-08,0
"1881","Neutrophil cells","Mast cells","CXCL",5.66035724862589e-09,0
"1882","Neutrophil cells","Mast cells","FGF",3.7436758059858e-11,0
"1883","Neutrophil cells","Mast cells","HGF",4.63844159178819e-11,0
"1884","Neutrophil cells","Mast cells","IGF",4.76957522278582e-09,0.01
"1885","Neutrophil cells","Mast cells","IL4",5.82384861212353e-07,0
"1886","Neutrophil cells","Mast cells","KIT",1.35362508294493e-08,0
"1887","Neutrophil cells","Mast cells","LIFR",9.96965124069453e-09,0
"1888","Neutrophil cells","Mast cells","NRG",1.3073367171775e-10,0
"1889","Neutrophil cells","Mast cells","NT",4.99093141191766e-11,0
"1890","Neutrophil cells","Mast cells","OSM",3.10594325454279e-07,0
"1891","Neutrophil cells","Mast cells","PDGF",2.68632105551558e-10,0
"1892","Neutrophil cells","Mast cells","PSAP",1.89273535353333e-09,0
"1893","Neutrophil cells","Mast cells","SPP1",1.84720373217063e-05,0
"1894","Neutrophil cells","Mast cells","TRAIL",8.00016037089574e-07,0
"1895","Neutrophil cells","Mast cells","VEGF",1.01737448587635e-09,0
"1896","Neutrophil cells","Mast cells","VISFATIN",9.55877795662416e-06,0
"1897","Neutrophil cells","NK/T cells","BAFF",3.04716548778917e-07,0
"1898","Neutrophil cells","NK/T cells","CCL",0.000611705097990452,0
"1899","Neutrophil cells","NK/T cells","CD40",5.09323338551782e-07,0
"1900","Neutrophil cells","NK/T cells","CSF3",5.07293735239503e-07,0
"1901","Neutrophil cells","NK/T cells","CXCL",0.000262977205185633,0
"1902","Neutrophil cells","NK/T cells","FASLG",9.35770565405529e-08,0
"1903","Neutrophil cells","NK/T cells","IL2",8.40776870643784e-05,0
"1904","Neutrophil cells","NK/T cells","IL4",6.00821577305678e-08,0
"1905","Neutrophil cells","NK/T cells","LIFR",5.72747502603913e-08,0
"1906","Neutrophil cells","NK/T cells","OSM",1.7906414807279e-06,0
"1907","Neutrophil cells","NK/T cells","PSAP",8.02351364764142e-08,0
"1908","Neutrophil cells","NK/T cells","SPP1",0.00089064845512878,0
"1909","Neutrophil cells","NK/T cells","VISFATIN",0.00129275048753032,0
"1910","Neutrophil cells","Neutrophil cells","ANNEXIN",0.000355498257313707,0
"1911","Neutrophil cells","Neutrophil cells","BAFF",4.37635052781409e-05,0
"1912","Neutrophil cells","Neutrophil cells","CCL",2.39618628572292e-05,0
"1913","Neutrophil cells","Neutrophil cells","COMPLEMENT",2.14313806330453e-09,0
"1914","Neutrophil cells","Neutrophil cells","CSF3",0.000394493478434679,0
"1915","Neutrophil cells","Neutrophil cells","CXCL",0.000511801604894364,0
"1916","Neutrophil cells","Neutrophil cells","IFN-II",1.34389252235855e-08,0
"1917","Neutrophil cells","Neutrophil cells","IGF",3.24256170394344e-06,0.03
"1918","Neutrophil cells","Neutrophil cells","IL1",9.59935317713675e-05,0
"1919","Neutrophil cells","Neutrophil cells","IL4",5.09824593483969e-06,0
"1920","Neutrophil cells","Neutrophil cells","LIFR",6.19725440052835e-08,0
"1921","Neutrophil cells","Neutrophil cells","OSM",1.36632141194741e-06,0
"1922","Neutrophil cells","Neutrophil cells","PSAP",2.57720190209849e-08,0.02
"1923","Neutrophil cells","Neutrophil cells","SPP1",3.41575178786518e-05,0
"1924","Neutrophil cells","Neutrophil cells","VISFATIN",4.58671338590197e-06,0
"1925","Neutrophil cells","Plasma cells","BAFF",2.58548961740957e-06,0
"1926","Neutrophil cells","Plasma cells","CCL",2.03347379144166e-06,0
"1927","Neutrophil cells","Plasma cells","CSF3",9.2484839694285e-09,0
"1928","Neutrophil cells","Plasma cells","CXCL",3.21918109151135e-09,0
"1929","Neutrophil cells","Plasma cells","IL4",9.46682793170067e-10,0
"1930","Neutrophil cells","Plasma cells","SPP1",1.3891213255953e-06,0
"1931","Plasma cells","B cells","BAFF",1.21917629028622e-07,0
"1932","Plasma cells","B cells","GAS",4.79380384823112e-11,0
"1933","Plasma cells","B cells","IL4",4.27971746589486e-11,0
"1934","Plasma cells","B cells","MIF",1.89444420150798e-06,0.01
"1935","Plasma cells","Endothelial cells","BAFF",3.7285343437385e-10,0.01
"1936","Plasma cells","Endothelial cells","BMP",3.6815757291436e-11,0.00333333333333333
"1937","Plasma cells","Endothelial cells","CCL",6.00494723771735e-07,0
"1938","Plasma cells","Endothelial cells","CXCL",5.44144772720721e-07,0
"1939","Plasma cells","Endothelial cells","FGF",2.84608586223193e-11,0
"1940","Plasma cells","Endothelial cells","GAS",1.4549937585491e-11,0
"1941","Plasma cells","Endothelial cells","HGF",5.01607674262854e-11,0
"1942","Plasma cells","Endothelial cells","KIT",3.58033687512392e-12,0.02
"1943","Plasma cells","Endothelial cells","MIF",4.99735701485338e-09,0
"1944","Plasma cells","Endothelial cells","NT",1.23009473406054e-12,0
"1945","Plasma cells","Endothelial cells","OSM",2.2996001264952e-11,0
"1946","Plasma cells","Endothelial cells","PARs",1.26345280762081e-10,0.02
"1947","Plasma cells","Endothelial cells","PDGF",3.71758631015958e-12,0.04
"1948","Plasma cells","Endothelial cells","VEGF",9.69690477135036e-10,0.006
"1949","Plasma cells","Endothelial cells","WNT",6.08292301498051e-11,0
"1950","Plasma cells","Epithelial cells","EGF",4.34987825566616e-08,0
"1951","Plasma cells","Epithelial cells","FGF",1.02945420280351e-10,0
"1952","Plasma cells","Epithelial cells","HGF",2.52687160130863e-10,0
"1953","Plasma cells","Epithelial cells","IFN-II",1.23171469894524e-09,0
"1954","Plasma cells","Epithelial cells","IL2",2.07086047180245e-08,0
"1955","Plasma cells","Epithelial cells","MIF",7.37419836463491e-08,0
"1956","Plasma cells","Epithelial cells","NRG",2.16465055406371e-09,0
"1957","Plasma cells","Epithelial cells","PARs",3.49847928284773e-09,0
"1958","Plasma cells","Fibroblast cells","BAFF",1.48995747878642e-09,0.0166666666666667
"1959","Plasma cells","Fibroblast cells","BMP",1.03285941577411e-11,0
"1960","Plasma cells","Fibroblast cells","CD40",2.22106986466639e-10,0
"1961","Plasma cells","Fibroblast cells","COMPLEMENT",7.89626112781904e-13,0
"1962","Plasma cells","Fibroblast cells","CXCL",3.61985353976522e-10,0
"1963","Plasma cells","Fibroblast cells","EGF",4.75253911799889e-09,0
"1964","Plasma cells","Fibroblast cells","FGF",3.32601013099462e-10,0
"1965","Plasma cells","Fibroblast cells","GAS",2.81089379227029e-10,0
"1966","Plasma cells","Fibroblast cells","HGF",3.41084764973384e-11,0
"1967","Plasma cells","Fibroblast cells","IFN-II",3.63394308925041e-10,0
"1968","Plasma cells","Fibroblast cells","IGF",8.91134447897922e-10,0
"1969","Plasma cells","Fibroblast cells","IL1",4.83172552778792e-12,0
"1970","Plasma cells","Fibroblast cells","KIT",1.60241294285436e-11,0
"1971","Plasma cells","Fibroblast cells","NRG",6.05848895073496e-11,0
"1972","Plasma cells","Fibroblast cells","NT",2.70683372226434e-12,0
"1973","Plasma cells","Fibroblast cells","OSM",6.22986786606096e-11,0
"1974","Plasma cells","Fibroblast cells","PARs",1.47342744623011e-09,0.005
"1975","Plasma cells","Fibroblast cells","PDGF",2.39014175538164e-09,0
"1976","Plasma cells","Fibroblast cells","WNT",1.36866876522337e-12,0
"1977","Plasma cells","Macrophage cells","ANNEXIN",1.58246888009296e-06,0
"1978","Plasma cells","Macrophage cells","BAFF",1.06364097499133e-06,0
"1979","Plasma cells","Macrophage cells","CD40",1.09620314930143e-08,0
"1980","Plasma cells","Macrophage cells","COMPLEMENT",1.5704581054288e-10,0
"1981","Plasma cells","Macrophage cells","CSF",1.92731147864046e-09,0
"1982","Plasma cells","Macrophage cells","CSF3",8.57260834796136e-10,0.03
"1983","Plasma cells","Macrophage cells","GAS",1.04456486931929e-09,0
"1984","Plasma cells","Macrophage cells","IFN-II",3.4950229158455e-09,0
"1985","Plasma cells","Macrophage cells","IL4",8.22947071741826e-10,0
"1986","Plasma cells","Macrophage cells","MIF",1.50972238583433e-05,0
"1987","Plasma cells","Macrophage cells","VEGF",1.7537003683218e-10,0.03
"1988","Plasma cells","Mast cells","CD40",8.95338969686154e-11,0
"1989","Plasma cells","Mast cells","COMPLEMENT",2.0303199261171e-13,0
"1990","Plasma cells","Mast cells","FGF",8.27067374170064e-13,0.02
"1991","Plasma cells","Mast cells","IL4",1.08173689681353e-10,0
"1992","Plasma cells","Mast cells","KIT",3.97632095358034e-10,0
"1993","Plasma cells","Mast cells","NT",2.69382265057313e-12,0.008
"1994","Plasma cells","NK/T cells","MIF",1.63212845278854e-05,0
"1995","Plasma cells","Neutrophil cells","ANNEXIN",1.05359381098482e-05,0
"1996","Plasma cells","Neutrophil cells","BAFF",5.40432635400542e-07,0
"1997","Plasma cells","Neutrophil cells","COMPLEMENT",1.12023542580672e-10,0
"1998","Plasma cells","Neutrophil cells","CSF3",9.2484839694285e-09,0
"1999","Plasma cells","Neutrophil cells","CXCL",3.6909722526798e-06,0
"2000","Plasma cells","Neutrophil cells","IFN-II",3.16067448329826e-10,0
"2001","Plasma cells","Neutrophil cells","IL1",7.71091953323159e-11,0
"2002","Plasma cells","Neutrophil cells","IL4",9.46802047791123e-10,0
"2003","Plasma cells","Neutrophil cells","MIF",3.40892543862137e-06,0
"2004","Plasma cells","Plasma cells","BAFF",3.19293861817614e-08,0.03
